rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr11	33538583	33538610	144772	+	chr6	123302837	123302865	+	KIAA1549L	protein_coding
chr11	33544181	33544209	18684	+	chr14	21970061	21970087	-	KIAA1549L	protein_coding
chr11	33535599	33535626	134196	+	chr11	34844800	34844826	+	KIAA1549L	protein_coding
chr11	33546496	33546523	192615	+	chr11	109309463	109309489	-	KIAA1549L	protein_coding
chr11	33573350	33573377	69524	+	chr11	34000650	34000676	+	KIAA1549L	protein_coding
chr3	136931757	136931784	203899	+	chr2	89595725	89595750	-	NCK1	protein_coding
chr3	136871505	136871532	162287	+	chr3	154881733	154881759	-	NCK1	protein_coding
chr3	136933811	136933838	237723	+	chr3	152043269	152043295	-	NCK1	protein_coding
chr3	136928574	136928601	239142	+	chr3	137747134	137747160	-	NCK1	protein_coding
chr3	136940195	136940221	98242	+	chr3	136941194	136941220	+	NCK1	protein_coding
chr3	136934094	136934121	115226	+	chrX	57688979	57689004	+	NCK1	protein_coding
chr9	122977063	122977090	233910	+	chr16	77216661	77216687	-	RABGAP1	protein_coding
chr9	123015482	123015508	248860	+	chr11	99282542	99282568	-	RABGAP1	protein_coding
chr9	123015845	123015872	115893	+	chr16	91897159	91897185	+	RABGAP1	protein_coding
chr9	122988192	122988219	26529	+	chr11	75110094	75110120	+	RABGAP1	protein_coding
chr9	122990152	122990178	66071	+	chr18	34062983	34063009	+	RABGAP1	protein_coding
chr9	122975681	122975707	69269	+	chr5	113980971	113980996	-	RABGAP1	protein_coding
chr9	122972463	122972490	194809	+	chr9	89622397	89622423	+	RABGAP1	protein_coding
chr9	122975678	122975706	249062	+	chr7	114617187	114617213	+	RABGAP1	protein_coding
chr9	122963513	122963541	143900	+	chr3	16577015	16577041	+	RABGAP1	protein_coding
chr9	122975769	122975797	31110	+	chr8	90825225	90825251	-	RABGAP1	protein_coding
chr9	123016089	123016115	160055	+	chr11	8621153	8621179	-	RABGAP1	protein_coding
chr6	137144542	137144562	169518	-	chr3	84025299	84025326	+	IL22RA2	protein_coding
chr6	137155050	137155075	219080	-	chr1	3730897	3730923	-	IL22RA2	protein_coding
chr17	47298642	47298668	233723	+	chr4	128923859	128923884	+	ITGB3	protein_coding
chr17	47260205	47260233	170449	+	chr17	47273041	47273067	-	ITGB3	protein_coding
chr17	47298741	47298769	167630	+	chr10	77134538	77134564	+	ITGB3	protein_coding
chr17	47268351	47268379	44127	+	chr17	74819048	74819073	-	ITGB3	protein_coding
chrX	102462473	102462499	161534	-	chrX	102828872	102828898	+	TCP11X2	protein_coding
chr4	46459245	46459272	208683	+	chr6	121094937	121094963	+	ENSG00000249330	lncRNA
chr4	46452295	46452322	193891	+	chr4	40434337	40434364	+	ENSG00000249330	lncRNA
chr4	46492797	46492824	52913	+	chr11	114145735	114145761	+	ENSG00000249330	lncRNA
chr4	46462203	46462229	232629	+	chr8	24380017	24380043	-	ENSG00000249330	lncRNA
chr4	46451328	46451356	136582	+	chr4	29065699	29065726	-	ENSG00000249330	lncRNA
chr4	46455844	46455871	229455	+	chr4	46524480	46524501	+	ENSG00000249330	lncRNA
chr4	46456975	46457002	148995	+	chr14	11504383	11504409	-	ENSG00000249330	lncRNA
chr4	46451102	46451128	140703	+	chr4	57185319	57185344	-	ENSG00000249330	lncRNA
chr11	6031208	6031235	107861	-	chr11	6028387	6028412	+	OR56A1	protein_coding
chr16	90013788	90013815	41834	-	chr16	88124686	88124711	-	DBNDD1	protein_coding
chr6	35511737	35511764	79338	-	chr6	35766290	35766315	-	TULP1	protein_coding
chr6	30738173	30738199	4249	-	chr6	30987236	30987262	-	FLOT1	protein_coding
chr9	70408901	70408923	153645	-	chr19	18554605	18554631	-	KLF9	protein_coding
chr9	70414476	70414502	147380	-	chr7	56904174	56904201	-	KLF9	protein_coding
chr11	77880919	77880945	129186	-	chr18	63602221	63602247	-	INTS4	protein_coding
chr11	77884859	77884886	139755	-	chr6	72349867	72349893	+	INTS4	protein_coding
chr11	77885883	77885911	121283	-	chr8	120331807	120331833	-	INTS4	protein_coding
chr11	77886118	77886137	246476	-	chr11	78074367	78074393	+	INTS4	protein_coding
chr11	77933343	77933369	79817	-	chr18	38675463	38675489	+	INTS4	protein_coding
chr11	77897329	77897356	156723	-	chr11	77761695	77761721	-	INTS4	protein_coding
chr11	77880943	77880971	62641	-	chr5	34850118	34850143	+	INTS4	protein_coding
chr11	77886627	77886654	136221	-	chr1	62925785	62925810	-	INTS4	protein_coding
chr13	23519666	23519693	179234	+	chr8	77935877	77935903	-	ENSG00000289688	lncRNA
chr13	23531445	23531471	72917	+	chr9	108329733	108329759	+	ENSG00000289688	lncRNA
chr17	47342377	47342405	219440	+	chr9	22578866	22578891	-	ENSG00000259753	protein_coding
chr17	47327952	47327979	76976	+	chr17	47459948	47459973	-	ENSG00000259753	protein_coding
chr12	111046640	111046666	76546	+	chr12	109028108	109028134	+	CUX2	protein_coding
chr12	111262375	111262401	13912	+	chr1	40026856	40026882	+	CUX2	protein_coding
chr12	111115378	111115404	203469	+	chr7	29041035	29041061	-	CUX2	protein_coding
chr12	111179805	111179832	228777	+	chr12	110607540	110607565	-	CUX2	protein_coding
chr12	111193109	111193135	71785	+	chr12	110172965	110172991	+	CUX2	protein_coding
chr12	111213046	111213072	180648	+	chr9	96021031	96021058	-	CUX2	protein_coding
chr12	111051785	111051812	48199	+	chr8	121890747	121890773	-	CUX2	protein_coding
chr12	111257736	111257762	50162	+	chr6	23877736	23877762	+	CUX2	protein_coding
chr12	111058334	111058361	105092	+	chr12	82620247	82620273	-	CUX2	protein_coding
chr12	111199920	111199939	32563	+	chr12	111213758	111213784	+	CUX2	protein_coding
chr12	111207790	111207817	48976	+	chr6	11740159	11740184	-	CUX2	protein_coding
chr12	111061101	111061128	121855	+	chr12	102509561	102509586	+	CUX2	protein_coding
chr12	111078281	111078307	111071	+	chr12	110875160	110875185	-	CUX2	protein_coding
chr12	111174943	111174970	190809	+	chr12	100314148	100314174	+	CUX2	protein_coding
chr12	111069813	111069840	205150	+	chr9	87151903	87151928	-	CUX2	protein_coding
chr12	111200588	111200614	112354	+	chr7	103519155	103519181	-	CUX2	protein_coding
chr12	111190475	111190501	131132	+	chr12	72330336	72330362	+	CUX2	protein_coding
chr12	111085881	111085908	91816	+	chr10	13044275	13044301	+	CUX2	protein_coding
chr12	111200044	111200071	69018	+	chr8	127296541	127296567	-	CUX2	protein_coding
chr12	111172778	111172805	137947	+	chr12	72541193	72541220	-	CUX2	protein_coding
chr12	111039800	111039826	156330	+	chr9	122657589	122657615	+	CUX2	protein_coding
chr2	34819620	34819647	204360	-	chr12	59039698	59039724	+	ENSG00000232153	lncRNA
chr2	34732700	34732726	58604	-	chr2	129216313	129216339	-	ENSG00000232153	lncRNA
chr2	34794893	34794920	40748	-	chr10	3715156	3715182	+	ENSG00000232153	lncRNA
chr2	34774036	34774063	220968	-	chr17	77407269	77407294	+	ENSG00000232153	lncRNA
chr2	34796379	34796405	137041	-	chr2	73258718	73258744	-	ENSG00000232153	lncRNA
chr2	34735664	34735690	81589	-	chr5	140128555	140128581	+	ENSG00000232153	lncRNA
chr11	121572139	121572166	13968	+	chr11	121576736	121576762	-	SORL1	protein_coding
chr11	121469679	121469706	208502	+	chr11	121475880	121475905	-	SORL1	protein_coding
chr11	121519443	121519469	151047	+	chr4	110347614	110347640	+	SORL1	protein_coding
chr11	121452811	121452838	7952	+	chr2	158625976	158626002	-	SORL1	protein_coding
chr11	121524191	121524217	27131	+	chr7	136405258	136405284	-	SORL1	protein_coding
chr11	121560697	121560724	219868	+	chr3	121344498	121344524	+	SORL1	protein_coding
chr11	121604192	121604218	204355	+	chr4	85353613	85353639	+	SORL1	protein_coding
chr11	121542826	121542854	37115	+	chr11	121576888	121576913	-	SORL1	protein_coding
chr11	121506969	121506996	43882	+	chr6	6072693	6072719	+	SORL1	protein_coding
chr11	121513469	121513497	197053	+	chr6	70813654	70813679	-	SORL1	protein_coding
chr11	121546498	121546524	47200	+	chr7	141864026	141864051	+	SORL1	protein_coding
chr11	121513596	121513623	2242	+	chr11	121376586	121376612	-	SORL1	protein_coding
chr14	31088440	31088466	75212	+	chr10	4222149	4222175	-	AP4S1	protein_coding
chr14	31044042	31044069	238905	+	chr14	30576015	30576042	-	AP4S1	protein_coding
chr14	31063392	31063419	47922	+	chr14	31286293	31286319	+	AP4S1	protein_coding
chr14	31082608	31082636	939	+	chr1	128117150	128117176	+	AP4S1	protein_coding
chr14	31107167	31107193	40493	+	chr14	30712313	30712339	-	AP4S1	protein_coding
chr14	31044820	31044847	223437	+	chr14	38451771	38451797	-	AP4S1	protein_coding
chr14	31120259	31120287	48383	+	chr14	31136853	31136879	-	AP4S1	protein_coding
chr11	107604177	107604204	20613	+	chr8	108808897	108808922	-	ELMOD1	protein_coding
chr11	107614901	107614928	66369	+	chr14	77289618	77289644	+	ELMOD1	protein_coding
chr11	107612389	107612416	9023	+	chr11	107512445	107512471	-	ELMOD1	protein_coding
chr11	107608952	107608979	76196	+	chr11	107637811	107637837	+	ELMOD1	protein_coding
chr11	107602343	107602370	3661	+	chr9	104437158	104437184	-	ELMOD1	protein_coding
chr11	75161139	75161166	174713	+	chr9	47816626	47816651	+	SLCO2B1	protein_coding
chr11	75101199	75101226	22644	+	chr5	128943355	128943381	+	SLCO2B1	protein_coding
chr11	75116047	75116074	3255	+	chr13	18505109	18505135	-	SLCO2B1	protein_coding
chr11	75110236	75110263	90429	+	chr11	107113117	107113142	+	SLCO2B1	protein_coding
chr11	75114595	75114622	214322	+	chr16	21311942	21311969	-	SLCO2B1	protein_coding
chr11	75116060	75116087	142277	+	chr6	93684113	93684139	-	SLCO2B1	protein_coding
chr11	75131302	75131328	96174	+	chr11	79551524	79551550	-	SLCO2B1	protein_coding
chr2	27449129	27449157	137595	-	chr2	26380092	26380118	+	IFT172	protein_coding
chr2	27449555	27449582	169934	-	chr6	19248283	19248308	+	IFT172	protein_coding
chr2	27466391	27466417	163738	-	chr2	29552433	29552458	+	IFT172	protein_coding
chr19	5643410	5643437	137792	+	chr3	113119840	113119865	+	SAFB	protein_coding
chr19	5659245	5659272	94214	+	chr7	33459533	33459558	+	SAFB	protein_coding
chr19	5643471	5643497	240716	+	chr11	66079703	66079728	-	SAFB	protein_coding
chr11	67060276	67060303	111675	+	chr11	67367245	67367271	-	RHOD	protein_coding
chr16	20371112	20371139	17623	-	chr19	12487330	12487356	+	PDILT	protein_coding
chr16	20392533	20392560	160323	-	chr4	110574837	110574864	+	PDILT	protein_coding
chr16	20380417	20380444	147145	-	chr16	93917727	93917753	+	PDILT	protein_coding
chr13	68889671	68889694	72525	+	chr13	68889230	68889256	-	LINC02342	lncRNA
chr17	5010439	5010466	60600	+	chr1	34039078	34039104	+	KIF1C	protein_coding
chr17	5011927	5011954	70281	+	chr17	5014469	5014495	-	KIF1C	protein_coding
chr16	55821225	55821252	80194	-	chr16	78837963	78837989	-	CES1	protein_coding
chr16	55820897	55820924	44512	-	chr16	55807992	55808017	-	CES1	protein_coding
chr16	32023612	32023639	208590	-	chr18	52871918	52871944	-	ENSG00000261727	transcribed_processed_pseudogene
chr16	32018077	32018104	13329	-	chr2	9343024	9343050	-	ENSG00000261727	transcribed_processed_pseudogene
chr16	32037674	32037701	130514	-	chr16	32135268	32135294	+	ENSG00000261727	transcribed_processed_pseudogene
chr16	32023405	32023432	14227	-	chr16	32009322	32009349	-	ENSG00000261727	transcribed_processed_pseudogene
chr16	32045559	32045586	240844	-	chr8	112219634	112219661	+	ENSG00000261727	transcribed_processed_pseudogene
chr5	140380170	140380196	189396	-	chr6	81385651	81385676	-	ANKHD1-DT	lncRNA
chr5	140374404	140374431	155380	-	chr5	140017646	140017672	-	ANKHD1-DT	lncRNA
chrX	129766220	129766248	43964	+	chrX	110556380	110556406	-	XPNPEP2	protein_coding
chrX	129750069	129750096	162151	+	chrX	60126441	60126467	-	XPNPEP2	protein_coding
chr1	153685655	153685682	46466	+	chr1	139838181	139838206	-	NPR1	protein_coding
chr11	74994623	74994650	120828	+	chr14	19694538	19694564	-	NEU3	protein_coding
chr11	74990279	74990306	187044	+	chr11	70064444	70064471	-	NEU3	protein_coding
chr11	58990020	58990047	27084	+	chr11	58982727	58982746	-	GLYATL1P1	unprocessed_pseudogene
chr7	16783190	16783217	195032	+	chr7	19006288	19006314	-	TSPAN13	protein_coding
chr7	16782839	16782866	211963	+	chr10	80933456	80933482	-	TSPAN13	protein_coding
chr19	37223416	37223442	139587	+	chr11	70429071	70429097	+	ZNF383	protein_coding
chr19	37221323	37221350	49707	+	chr13	3659929	3659955	+	ZNF383	protein_coding
chr1	36366895	36366921	143444	-	chr9	112268709	112268736	+	STK40	protein_coding
chr1	36366336	36366362	171417	-	chr5	68725308	68725334	-	STK40	protein_coding
chr1	36367782	36367809	147072	-	chr19	14644981	14645006	+	STK40	protein_coding
chr19	44273832	44273859	199855	+	chr2	60422539	60422564	-	ZNF233	protein_coding
chr12	10441182	10441203	35380	-	chr12	9269618	9269644	-	KLRC2	protein_coding
chr17	73206513	73206541	229436	+	chr17	93600162	93600188	+	COG1	protein_coding
chr10	100559622	100559650	175203	+	chr9	50727775	50727801	-	HIF1AN	protein_coding
chr10	100530901	100530928	189539	+	chr1	105547962	105547988	-	HIF1AN	protein_coding
chr19	46765470	46765498	143796	+	chr10	82907670	82907696	-	FKRP	protein_coding
chr19	46770309	46770336	47194	+	chr13	44779950	44779976	+	FKRP	protein_coding
chr14	77390419	77390446	170524	+	chr1	194582425	194582450	-	SAMD15	protein_coding
chr18	47000941	47000967	84560	+	chr18	49612623	49612649	-	KATNAL2	protein_coding
chr18	47029007	47029034	72930	+	chr2	153697611	153697636	+	KATNAL2	protein_coding
chr18	47017881	47017908	10392	+	chr12	7855212	7855237	-	KATNAL2	protein_coding
chr18	46930730	46930757	10434	+	chr18	46947802	46947828	-	KATNAL2	protein_coding
chr18	47067107	47067134	182548	+	chr18	10029683	10029708	+	KATNAL2	protein_coding
chr18	47002623	47002650	209843	+	chr9	35305393	35305419	+	KATNAL2	protein_coding
chr18	47049677	47049704	131952	+	chr14	58919393	58919419	-	KATNAL2	protein_coding
chr18	47027708	47027735	127803	+	chr18	30089889	30089915	-	KATNAL2	protein_coding
chr18	46991204	46991231	245242	+	chr19	3577299	3577325	-	KATNAL2	protein_coding
chr18	46977380	46977407	229215	+	chr1	170189641	170189667	-	KATNAL2	protein_coding
chr18	47062711	47062730	157934	+	chr18	14755817	14755843	+	KATNAL2	protein_coding
chr18	47012318	47012345	104775	+	chr13	29763985	29764011	+	KATNAL2	protein_coding
chr14	24219639	24219666	154366	-	chr18	87876109	87876135	+	NEDD8	protein_coding
chr1	38019193	38019220	156933	+	chr19	45018712	45018738	-	UTP11	protein_coding
chr2	150200046	150200073	93813	+	chr11	89412912	89412938	+	LINC01818	lncRNA
chr2	150319368	150319396	43461	+	chr2	143653049	143653076	-	LINC01818	lncRNA
chr2	150319196	150319223	121877	+	chr17	12378129	12378156	+	LINC01818	lncRNA
chr2	150261464	150261491	199362	+	chr3	153459472	153459497	+	LINC01818	lncRNA
chr2	150270078	150270104	103632	+	chr4	108895652	108895677	+	LINC01818	lncRNA
chr2	150321525	150321552	226072	+	chr6	86255776	86255802	-	LINC01818	lncRNA
chr2	150329122	150329149	115524	+	chr6	86321174	86321201	-	LINC01818	lncRNA
chr2	150292227	150292254	57308	+	chr14	25327473	25327499	+	LINC01818	lncRNA
chr2	150280296	150280322	126178	+	chr6	97719474	97719500	+	LINC01818	lncRNA
chr2	150212559	150212586	229839	+	chr1	80132352	80132378	-	LINC01818	lncRNA
chr2	150261956	150261983	78279	+	chr2	150269597	150269623	+	LINC01818	lncRNA
chr2	150195852	150195879	68154	+	chrX	7722492	7722517	-	LINC01818	lncRNA
chr8	47868248	47868274	26556	-	chr10	122615036	122615061	-	PRKDC	protein_coding
chr8	47828669	47828696	74250	-	chr15	38952596	38952621	+	PRKDC	protein_coding
chr8	47831730	47831757	12518	-	chr14	16614465	16614491	-	PRKDC	protein_coding
chr8	47957985	47958013	205673	-	chr8	17130274	17130299	+	PRKDC	protein_coding
chr8	47855918	47855945	68377	-	chr8	47744553	47744579	-	PRKDC	protein_coding
chr8	47917707	47917734	172212	-	chr18	4021854	4021880	-	PRKDC	protein_coding
chr8	47830482	47830509	61875	-	chr8	47664330	47664356	-	PRKDC	protein_coding
chr8	47923369	47923396	12777	-	chr8	48278080	48278106	-	PRKDC	protein_coding
chr8	47839886	47839913	14689	-	chr8	47627260	47627285	-	PRKDC	protein_coding
chr8	47938091	47938118	79567	-	chr13	78850545	78850571	-	PRKDC	protein_coding
chr8	47956436	47956462	107551	-	chr8	62073613	62073639	+	PRKDC	protein_coding
chr8	47920442	47920469	219432	-	chr8	9071613	9071640	-	PRKDC	protein_coding
chr8	111006560	111006587	30138	-	chr11	97313738	97313764	-	LINC01608	lncRNA
chr8	111016148	111016175	35999	-	chr8	122947239	122947264	+	LINC01608	lncRNA
chr8	111030721	111030748	54209	-	chr19	55259351	55259377	+	LINC01608	lncRNA
chr8	110975437	110975465	50346	-	chr7	27441316	27441343	-	LINC01608	lncRNA
chr8	110992950	110992977	246382	-	chr8	116673962	116673988	+	LINC01608	lncRNA
chr8	111026367	111026394	106689	-	chr1	59147101	59147127	-	LINC01608	lncRNA
chr8	110984580	110984607	108055	-	chr6	121395230	121395256	-	LINC01608	lncRNA
chr8	111016166	111016192	124106	-	chr8	110602229	110602255	-	LINC01608	lncRNA
chr8	111019045	111019072	16371	-	chr8	122357626	122357652	+	LINC01608	lncRNA
chr2	180984624	180984651	94592	+	chr9	7792440	7792467	-	UBE2E3	protein_coding
chr2	180969363	180969390	221419	+	chr8	85060810	85060836	+	UBE2E3	protein_coding
chr2	180982658	180982685	63642	+	chr14	30143449	30143475	-	UBE2E3	protein_coding
chr2	180997249	180997276	174786	+	chr3	139811301	139811327	-	UBE2E3	protein_coding
chr2	180968396	180968424	71411	+	chr2	180885200	180885226	-	UBE2E3	protein_coding
chr2	181032575	181032602	170222	+	chr18	5773813	5773839	-	UBE2E3	protein_coding
chr2	180984994	180985021	155999	+	chr13	73218090	73218116	+	UBE2E3	protein_coding
chr11	57494384	57494411	234716	-	chr11	57858308	57858334	+	SLC43A1	protein_coding
chr11	57493308	57493335	231083	-	chr16	14606424	14606449	-	SLC43A1	protein_coding
chr16	4947962	4947989	67994	-	chr8	27086019	27086045	-	PPL	protein_coding
chr16	4929209	4929236	99376	-	chr17	15819565	15819591	+	PPL	protein_coding
chr16	4943165	4943192	2524	-	chr9	79479330	79479356	+	PPL	protein_coding
chr16	4946600	4946627	30661	-	chr1	138760502	138760528	+	PPL	protein_coding
chr16	4936505	4936532	199988	-	chr19	24601579	24601606	+	PPL	protein_coding
chr19	41916163	41916190	65273	+	chr8	13631062	13631088	-	ARHGEF1	protein_coding
chr19	41917100	41917128	53367	+	chr17	47301808	47301835	-	ARHGEF1	protein_coding
chr19	41916105	41916132	77069	+	chr17	28522695	28522721	-	ARHGEF1	protein_coding
chr6	29560431	29560457	208807	-	chr10	75060456	75060482	+	GABBR1	protein_coding
chr6	29597845	29597872	219780	-	chr18	77337785	77337811	+	GABBR1	protein_coding
chr14	100156116	100156143	161682	-	chr10	119179279	119179305	+	DEGS2	protein_coding
chr7	51864017	51864044	57171	+	chr7	37176575	37176600	-	ENSG00000287039	lncRNA
chr9	104103251	104103278	223778	+	chr9	105701370	105701396	-	SMC2	protein_coding
chr9	104119726	104119754	24251	+	chr9	104135764	104135790	+	SMC2	protein_coding
chr9	104123548	104123576	106568	+	chr11	95344052	95344077	+	SMC2	protein_coding
chr6	32943932	32943959	238129	-	chr1	174920808	174920834	-	ENSG00000248993	protein_coding
chr6	31475507	31475533	237071	+	chr9	122259946	122259973	-	HCP5	lncRNA
chr17	3519714	3519741	65540	-	chr8	57072694	57072720	+	TRPV3	protein_coding
chr17	3528762	3528789	2568	-	chr7	34737312	34737338	-	TRPV3	protein_coding
chr17	3523734	3523760	140996	-	chr10	78283465	78283491	+	TRPV3	protein_coding
chr6	31154483	31154509	226359	-	chr1	58779604	58779630	-	CCHCR1	protein_coding
chr1	6220633	6220659	5490	+	chr1	55083202	55083227	+	RNF207	protein_coding
chr19	52372337	52372363	189412	+	chr6	84058481	84058507	+	ZNF880	protein_coding
chr12	55715010	55715037	6163	-	chr18	23557065	23557092	+	ITGA7	protein_coding
chr12	55685959	55685985	206374	-	chr8	111175655	111175681	+	ITGA7	protein_coding
chr4	129737635	129737662	214024	-	chr9	58964673	58964699	+	LINC02466	lncRNA
chr4	129631504	129631531	87046	-	chr3	79758039	79758065	-	LINC02466	lncRNA
chr4	129723633	129723660	208129	-	chr4	149308245	149308271	-	LINC02466	lncRNA
chr4	129669256	129669277	94219	-	chr10	61014340	61014366	-	LINC02466	lncRNA
chr4	129616806	129616834	91682	-	chr10	61428402	61428428	+	LINC02466	lncRNA
chr4	129661416	129661442	194646	-	chr4	129947553	129947579	+	LINC02466	lncRNA
chr4	129640356	129640382	71452	-	chr4	94314503	94314528	+	LINC02466	lncRNA
chr4	129664737	129664763	177118	-	chr4	34023877	34023903	-	LINC02466	lncRNA
chr4	129661321	129661348	78596	-	chr13	86960606	86960631	+	LINC02466	lncRNA
chr4	129628848	129628875	1616	-	chr5	101756608	101756634	+	LINC02466	lncRNA
chr6	52548424	52548451	46795	-	chr19	9872629	9872655	-	TRAM2	protein_coding
chr6	52573197	52573224	148398	-	chr6	106566050	106566076	-	TRAM2	protein_coding
chr6	52551500	52551527	222422	-	chr2	168188182	168188207	-	TRAM2	protein_coding
chr6	52572381	52572409	197584	-	chr1	90089667	90089693	-	TRAM2	protein_coding
chr6	52546915	52546940	62306	-	chr4	66483648	66483674	+	TRAM2	protein_coding
chr11	74630506	74630533	32532	+	chr11	73036460	73036485	-	POLD3	protein_coding
chr11	74652268	74652296	222653	+	chr16	32524907	32524934	+	POLD3	protein_coding
chr11	74657788	74657815	17133	+	chr4	153508095	153508120	+	POLD3	protein_coding
chr11	74629225	74629252	231232	+	chr5	124611572	124611598	-	POLD3	protein_coding
chr11	74611577	74611604	39059	+	chr3	89297272	89297298	+	POLD3	protein_coding
chr11	74653328	74653354	136887	+	chr11	80476253	80476279	-	POLD3	protein_coding
chr11	74657970	74657997	203160	+	chr9	123461964	123461990	-	POLD3	protein_coding
chr11	74649688	74649715	69506	+	chr8	47303681	47303707	+	POLD3	protein_coding
chr11	74667733	74667759	72644	+	chr11	52975800	52975827	+	POLD3	protein_coding
chr11	74665436	74665463	204990	+	chr1	134244766	134244792	+	POLD3	protein_coding
chr11	74615416	74615443	31483	+	chr11	68123720	68123746	-	POLD3	protein_coding
chr7	56674093	56674119	29111	+	chr17	13576704	13576730	-	ENSG00000286477	lncRNA
chr7	122126707	122126731	221076	-	chr5	143274321	143274347	+	AASS	protein_coding
chr7	122124000	122124027	16167	-	chr7	131409578	131409604	-	AASS	protein_coding
chr7	122100224	122100251	136400	-	chr3	87904465	87904491	+	AASS	protein_coding
chr7	122125289	122125315	161302	-	chr7	122125340	122125366	-	AASS	protein_coding
chr7	122086787	122086814	223186	-	chr7	122572520	122572546	+	AASS	protein_coding
chr16	22017193	22017219	67767	+	chr15	41529785	41529812	-	MOSMO	protein_coding
chr16	22028576	22028602	100212	+	chr16	20519046	20519071	+	MOSMO	protein_coding
chr16	22011748	22011775	134847	+	chr16	24350742	24350768	+	MOSMO	protein_coding
chr16	22031803	22031830	202207	+	chr14	46332053	46332079	-	MOSMO	protein_coding
chr16	22033203	22033230	138713	+	chr14	79732362	79732388	+	MOSMO	protein_coding
chrX	103452374	103452400	156556	+	chr14	111364002	111364027	-	ENSG00000281091	lncRNA
chrX	103440972	103440999	77338	+	chrX	101942454	101942480	-	ENSG00000281091	lncRNA
chrX	103451632	103451659	55033	+	chrX	86156786	86156812	-	ENSG00000281091	lncRNA
chr11	43703715	43703741	28969	+	chr9	45615318	45615343	+	HSD17B12	protein_coding
chr11	43688370	43688397	87440	+	chr8	12608450	12608477	+	HSD17B12	protein_coding
chr11	43716734	43716761	149673	+	chr17	32222593	32222620	+	HSD17B12	protein_coding
chr11	43694891	43694918	180181	+	chr11	43189396	43189421	+	HSD17B12	protein_coding
chr11	43703978	43704005	109990	+	chr1	39757153	39757179	-	HSD17B12	protein_coding
chr11	43711690	43711718	157502	+	chr14	66140395	66140420	-	HSD17B12	protein_coding
chr11	43704205	43704232	94964	+	chr15	85317794	85317820	-	HSD17B12	protein_coding
chr11	43715439	43715466	81608	+	chr11	65671813	65671841	-	HSD17B12	protein_coding
chr11	43706217	43706244	150466	+	chr13	113191579	113191605	+	HSD17B12	protein_coding
chr11	43715132	43715159	215175	+	chr11	46460319	46460345	+	HSD17B12	protein_coding
chr11	43704543	43704570	81003	+	chr2	128026310	128026336	-	HSD17B12	protein_coding
chr12	40411573	40411600	31906	-	chr12	40337446	40337472	+	ENSG00000258167	lncRNA
chr12	40443696	40443723	15201	-	chr1	105443865	105443890	-	ENSG00000258167	lncRNA
chr12	40436749	40436776	55552	-	chr12	40351973	40351999	+	ENSG00000258167	lncRNA
chr15	100816558	100816584	220517	+	chr5	39324690	39324716	+	ENSG00000259579	lncRNA
chr15	100802224	100802251	149419	+	chr9	42615835	42615861	+	ENSG00000259579	lncRNA
chr15	100801377	100801403	123011	+	chr16	17254513	17254539	+	ENSG00000259579	lncRNA
chr15	100791633	100791661	38412	+	chr15	100881299	100881325	+	ENSG00000259579	lncRNA
chr15	100796387	100796414	116959	+	chr15	101902985	101903011	+	ENSG00000259579	lncRNA
chr15	100796947	100796975	101480	+	chr15	100864562	100864587	+	ENSG00000259579	lncRNA
chr15	100815828	100815855	2476	+	chr5	118347430	118347456	+	ENSG00000259579	lncRNA
chr9	43125088	43125115	153238	-	chr5	114090809	114090836	-	ENSG00000277737	unprocessed_pseudogene
chr16	28916508	28916528	225943	-	chr16	28882444	28882469	-	RABEP2	protein_coding
chr16	28914602	28914629	92751	-	chr16	30327888	30327914	-	RABEP2	protein_coding
chr4	63493199	63493225	65996	-	chr18	82137365	82137391	+	ENSG00000250775	lncRNA
chr14	52014130	52014156	163401	-	chr16	23227319	23227345	+	NID2	protein_coding
chr14	52006093	52006121	176970	-	chr16	36433036	36433062	-	NID2	protein_coding
chr14	52010494	52010521	204214	-	chr5	113982528	113982554	+	NID2	protein_coding
chr4	63483280	63483306	94023	-	chr4	62396790	62396816	+	ENSG00000250775	lncRNA
chr4	63493591	63493619	196106	-	chr4	47107888	47107915	-	ENSG00000250775	lncRNA
chr14	52011694	52011721	225155	-	chr4	142392066	142392091	-	NID2	protein_coding
chr4	63472717	63472745	198664	-	chr10	54017277	54017303	-	ENSG00000250775	lncRNA
chr1	39569487	39569515	215375	-	chr1	39980744	39980770	+	PABPC4	protein_coding
chr11	6568465	6568492	9231	+	chr11	6766234	6766260	+	DNHD1	protein_coding
chr11	6589868	6589896	200293	+	chr1	182561701	182561727	+	DNHD1	protein_coding
chr11	6593071	6593096	26247	+	chr11	6415380	6415406	+	DNHD1	protein_coding
chr11	6556407	6556434	165229	+	chr1	92000652	92000678	+	DNHD1	protein_coding
chr11	6571563	6571591	178242	+	chr11	85841998	85842025	-	DNHD1	protein_coding
chr11	6570474	6570501	150776	+	chr11	98473706	98473732	+	DNHD1	protein_coding
chr19	57367034	57367061	166957	+	chr2	32248277	32248303	-	ZNF547	protein_coding
chr18	3414368	3414394	98128	+	chr9	111449800	111449825	+	TGIF1	protein_coding
chr18	3432072	3432098	199607	+	chr16	16684431	16684457	+	TGIF1	protein_coding
chr18	3416607	3416633	102107	+	chr18	3470861	3470887	+	TGIF1	protein_coding
