rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr10	95216907	95216933	249077	-	chr3	92718760	92718786	-	ACSM6	protein_coding
chr10	80590111	80590138	138997	-	chr8	109923588	109923614	-	SH2D4B	protein_coding
chr10	122057891	122057918	116902	-	chr13	50586710	50586736	+	TACC2	protein_coding
chr10	76897000	76897025	70835	-	chr10	76631155	76631181	+	KCNMA1-AS1	lncRNA
chr10	59220168	59220198	173150	-	chr10	59206734	59206761	-	PHYHIPL	protein_coding
chr10	69491495	69491521	181399	-	chr10	74785052	74785078	-	TSPAN15	protein_coding
chr10	127023429	127023456	136202	-	chr15	76432410	76432436	+	DOCK1	protein_coding
chr10	75674800	75674827	26016	-	chr4	132580645	132580671	+	LRMDA	protein_coding
chr10	84560657	84560683	115793	-	chr17	32026485	32026511	-	RPS3AP5	processed_pseudogene
chr10	12543477	12543504	30804	-	chr12	78993257	78993284	-	CAMK1D	protein_coding
chr10	12437816	12437839	231837	-	chr10	18863504	18863529	-	CAMK1D	protein_coding
chr10	68136365	68136392	178125	-	chr10	68045701	68045726	+	MYPN	protein_coding
chr10	122013597	122013624	33605	-	chr10	40344911	40344937	-	TACC2	protein_coding
chr10	68132403	68132431	125725	-	chr10	68113369	68113395	-	MYPN	protein_coding
chr10	127330974	127331001	12855	-	chr10	20158140	20158166	-	DOCK1	protein_coding
chr10	74553570	74553596	94409	-	chr10	74558284	74558310	+	ADK	protein_coding
chr10	67081847	67081874	40848	-	chr10	74956647	74956672	+	LRRTM3	protein_coding
chr10	45393766	45393794	227244	-	chr4	141311605	141311631	-	ALOX5	protein_coding
chr10	61025958	61025984	90475	-	chr10	61468759	61468785	+	LINC00845	lncRNA
chr10	76544165	76544192	54955	-	chr10	76628151	76628176	-	LRMDA	protein_coding
chr10	76298792	76298819	247109	-	chr10	84138002	84138027	+	LRMDA	protein_coding
chr10	42276537	42276564	197663	-	chr19	6045742	6045768	+	ENSG00000290458	lncRNA
chr10	119237883	119237910	60168	-	chr4	141286115	141286141	-	GRK5	protein_coding
chr10	31387253	31387280	146329	-	chr10	31374911	31374937	+	ZEB1	protein_coding
chr10	62503628	62503654	165378	-	chr10	62504470	62504496	+	ENSG00000285837	protein_coding
chr10	76387635	76387661	104613	-	chr10	86318902	86318928	+	LRMDA	protein_coding
chr10	6752402	6752439	82274	-	chr3	62280894	62280921	-	ENSG00000285743	lncRNA
chr10	6752402	6752439	82274	-	chr3	62280894	62280921	-	ENSG00000285988	lncRNA
chr10	115315036	115315064	187287	-	chr9	119789011	119789037	-	ATRNL1	protein_coding
chr10	90047678	90047704	46491	-	chr8	59329772	59329798	+	LINC01374	lncRNA
chr10	62805304	62805330	151664	-	chr13	43607109	43607135	-	ADO	protein_coding
chr10	76907684	76907712	224642	-	chr10	77228657	77228682	-	KCNMA1-AS1	lncRNA
chr10	31383750	31383777	171581	-	chr10	31349038	31349064	+	ZEB1	protein_coding
chr10	108777638	108777660	94844	-	chr11	65577518	65577544	-	LINC02661	lncRNA
chr10	82235758	82235785	44441	-	chr10	78049380	78049407	-	NRG3	protein_coding
chr10	12456179	12456205	202023	-	chr6	61412619	61412645	-	CAMK1D	protein_coding
chr10	59588004	59588032	23836	-	chr13	101282569	101282595	+	ENSG00000235140	lncRNA
chr10	42259251	42259279	99246	-	chr10	42197544	42197570	+	ENSG00000290458	lncRNA
chr10	42259251	42259279	99246	-	chr10	42197544	42197570	+	ENSG00000274167	transcribed_unprocessed_pseudogene
chr10	12610229	12610255	215468	-	chr9	72278069	72278095	-	CAMK1D	protein_coding
chr10	82955249	82955276	57607	-	chr17	11805009	11805035	-	NRG3	protein_coding
chr10	6756856	6756883	190719	-	chr5	115730394	115730419	+	ENSG00000285743	lncRNA
chr10	6756856	6756883	190719	-	chr5	115730394	115730419	+	ENSG00000285988	lncRNA
chr10	62443500	62443528	84329	-	chr10	95304234	95304259	-	ENSG00000285837	protein_coding
chr10	62443500	62443528	84329	-	chr10	95304234	95304259	-	ZNF365	protein_coding
chr10	12800733	12800759	243589	-	chr19	8991905	8991931	+	CAMK1D	protein_coding
chr10	61058683	61058710	100186	-	chr6	136548973	136548999	-	LINC00845	lncRNA
chr10	120473001	120473028	27357	-	chr10	123989670	123989697	+	PLPP4	protein_coding
chr10	80650420	80650446	200933	-	chr17	35164918	35164944	+	LINC02655	lncRNA
chr10	89646831	89646858	196343	-	chr19	12759714	12759740	-	PANK1-AS1	lncRNA
chr10	68135750	68135777	55861	-	chr5	129944056	129944081	+	MYPN	protein_coding
chr10	12473717	12473744	164368	-	chr7	35546053	35546079	+	CAMK1D	protein_coding
chr10	69343791	69343818	114201	-	chr8	90937029	90937055	+	HK1	protein_coding
chr10	75702485	75702511	168510	-	chr10	127749716	127749741	-	LRMDA	protein_coding
chr10	30529499	30529526	50922	-	chr9	108245944	108245971	+	ENSG00000287420	lncRNA
chr10	61047299	61047326	172658	-	chr8	123138401	123138426	+	LINC00845	lncRNA
chr10	75713528	75713555	18584	-	chr3	101305571	101305597	+	LRMDA	protein_coding
chr10	119239174	119239201	114021	-	chr10	126438948	126438974	+	GRK5	protein_coding
chr10	75636554	75636580	46591	-	chr10	75988508	75988534	+	LRMDA	protein_coding
chr10	42258239	42258265	232554	-	chr1	119543537	119543563	-	ENSG00000290458	lncRNA
chr10	42258239	42258265	232554	-	chr1	119543537	119543563	-	ENSG00000274167	transcribed_unprocessed_pseudogene
chr10	127298411	127298438	121103	-	chr10	127566378	127566404	-	DOCK1	protein_coding
chr10	122015328	122015355	28752	-	chr2	82665217	82665242	+	TACC2	protein_coding
chr10	115232839	115232865	31422	-	chr10	115114124	115114150	+	ATRNL1	protein_coding
chr10	12589768	12589795	227606	-	chr4	74276866	74276893	+	CAMK1D	protein_coding
chr10	62641522	62641549	142904	-	chr5	111664313	111664339	-	ENSG00000285837	protein_coding
chr10	62641522	62641549	142904	-	chr5	111664313	111664339	-	LINC02929	lncRNA
chr10	78187032	78187059	60171	-	chr4	55275013	55275039	+	ENSG00000282863	lncRNA
chr10	78187032	78187059	60171	-	chr4	55275013	55275039	+	LINC00595	lncRNA
chr10	116563363	116563389	189222	-	chr4	87495592	87495617	+	PNLIP	protein_coding
chr10	12699815	12699842	115090	-	chr10	11455850	11455876	+	CAMK1D	protein_coding
chr10	12429683	12429711	153760	-	chr17	34922667	34922694	-	CAMK1D	protein_coding
chr10	3264456	3264483	235081	-	chr14	75304409	75304435	-	ENSG00000227338	lncRNA
chr10	61943668	61943695	221778	-	chr10	36747491	36747517	-	ARID5B	protein_coding
chr10	80572209	80572236	50520	-	chr14	57245156	57245182	-	SH2D4B	protein_coding
chr10	42246739	42246766	80886	-	chr19	33215726	33215751	-	ENSG00000290458	lncRNA
chr10	68103546	68103572	219627	-	chr10	65517446	65517472	+	MYPN	protein_coding
chr10	112469639	112469666	32403	-	chr19	37938778	37938804	+	VTI1A	protein_coding
chr10	77371233	77371261	219263	-	chr3	52055765	52055792	+	KCNMA1-AS3	lncRNA
chr10	100476519	100476545	193279	-	chr8	110468219	110468245	+	WNT8B	protein_coding
chr10	78216346	78216373	363	-	chr9	42497402	42497427	-	ENSG00000282863	lncRNA
chr10	78216346	78216373	363	-	chr9	42497402	42497427	-	LINC00595	lncRNA
chr10	80427399	80427425	249998	-	chr10	80644142	80644167	+	PRXL2A	protein_coding
chr10	75678991	75679017	28502	-	chr10	75680621	75680646	+	LRMDA	protein_coding
chr10	122039863	122039891	201305	-	chrX	57455815	57455840	-	TACC2	protein_coding
chr10	127205575	127205603	82370	-	chr1	89828657	89828683	+	DOCK1	protein_coding
chr10	75746539	75746565	225097	-	chr10	78436019	78436045	+	LRMDA	protein_coding
chr10	62559552	62559579	50680	-	chr10	43734153	43734178	-	ENSG00000285837	protein_coding
chr10	62559552	62559579	50680	-	chr10	43734153	43734178	-	LINC02929	lncRNA
chr10	91164057	91164083	108637	-	chr12	111362918	111362943	+	PCGF5	protein_coding
chr10	68096943	68096970	81	-	chr10	85931766	85931793	-	MYPN	protein_coding
chr10	78327500	78327527	4636	-	chr11	120732605	120732631	-	ENSG00000282863	lncRNA
chr10	78327500	78327527	4636	-	chr11	120732605	120732631	-	LINC00595	lncRNA
chr10	127341779	127341806	35667	-	chr17	39844485	39844511	-	DOCK1	protein_coding
chr10	80136525	80136552	245014	-	chr3	107116382	107116408	-	PLAC9	protein_coding
chr10	7955524	7955552	132229	-	chr9	97442907	97442938	-	TAF3	protein_coding
chr10	43880610	43880638	82514	-	chr18	68965252	68965277	+	LINC00840	lncRNA
chr10	86705111	86705137	74981	-	chr10	87728062	87728088	+	LDB3	protein_coding
chr10	42272578	42272604	159374	-	chr11	54800653	54800678	-	ENSG00000290458	lncRNA
chr10	42265495	42265522	118751	-	chr12	40052565	40052590	-	ENSG00000290458	lncRNA
chr10	42265495	42265522	118751	-	chr12	40052565	40052590	-	ENSG00000274167	transcribed_unprocessed_pseudogene
chr10	30685128	30685156	103498	-	chr6	33901645	33901671	-	SVIL2P	transcribed_unprocessed_pseudogene
chr10	75750089	75750116	224208	-	chr10	76184560	76184586	-	LRMDA	protein_coding
chr10	75709104	75709132	235977	-	chr10	77020806	77020831	-	LRMDA	protein_coding
chr10	61184836	61184864	164641	-	chr6	131385357	131385382	+	LINC00845	lncRNA
chr10	100468396	100468422	198298	-	chr14	118132754	118132781	+	WNT8B	protein_coding
chr10	61030967	61030993	169666	-	chr2	54056583	54056609	+	LINC00845	lncRNA
chr10	75906304	75906331	9201	-	chr18	63998102	63998127	-	LRMDA	protein_coding
chr10	69351908	69351936	137647	-	chr19	24496528	24496553	-	HK1	protein_coding
chr10	62461045	62461071	208362	-	chr13	104831989	104832015	-	ENSG00000285837	protein_coding
chr10	62461045	62461071	208362	-	chr13	104831989	104832015	-	ZNF365	protein_coding
chr10	71624076	71624102	198167	-	chr2	109514171	109514197	-	CDH23	protein_coding
chr10	110965259	110965286	104440	-	chr9	111064259	111064284	-	SHOC2	protein_coding
chr10	123045946	123045972	122170	-	chr10	115482821	115482847	-	ACADSB	protein_coding
chr10	78304577	78304604	240435	-	chr10	46476136	46476162	+	ENSG00000282863	lncRNA
chr10	78304577	78304604	240435	-	chr10	46476136	46476162	+	LINC00595	lncRNA
chr10	101397981	101398007	184349	-	chr3	54779044	54779070	-	BTRC	protein_coding
chr10	31432056	31432083	245257	-	chr10	31184767	31184793	+	ZEB1	protein_coding
chr10	61027632	61027659	78057	-	chr10	76027880	76027907	+	LINC00845	lncRNA
chr10	119421249	119421276	146062	-	chr6	55070071	55070097	-	GRK5	protein_coding
chr10	25247171	25247198	156586	-	chr10	25835998	25836025	-	GPR158	protein_coding
chr10	75916659	75916686	170353	-	chr13	58683726	58683752	+	LRMDA	protein_coding
chr10	62805873	62805899	231671	-	chr8	52738347	52738374	-	ADO	protein_coding
chr10	76404527	76404553	59782	-	chr10	76376261	76376287	-	LRMDA	protein_coding
chr10	75711730	75711757	247459	-	chr10	78010216	78010242	-	LRMDA	protein_coding
chr10	12475569	12475595	27239	-	chr10	11388723	11388749	-	CAMK1D	protein_coding
chr10	122078211	122078238	159645	-	chr8	83300475	83300501	-	TACC2	protein_coding
chr10	120469105	120469132	130963	-	chr10	119328830	119328856	-	PLPP4	protein_coding
chr10	116549258	116549285	189810	-	chr19	11527936	11527961	+	PNLIP	protein_coding
chr11	77709046	77709072	120054	+	chr3	135543467	135543493	-	RSF1	protein_coding
chr11	78040033	78040060	222541	+	chr18	66003780	66003806	-	KCTD14	protein_coding
chr11	78040033	78040060	222541	+	chr18	66003780	66003806	-	NDUFC2-KCTD14	protein_coding
chr11	78255019	78255047	146900	+	chr4	97274518	97274544	+	GAB2	protein_coding
chr11	62605249	62605276	114279	+	chr11	51863418	51863444	+	EML3	protein_coding
chr11	3688889	3688916	111544	+	chr2	38192511	38192537	+	NUP98	protein_coding
chr11	85695776	85695803	192979	+	chr9	71690262	71690288	-	SYTL2	protein_coding
chr11	42240463	42240490	81611	+	chr3	7274319	7274345	+	LINC02740	lncRNA
chr11	74833654	74833681	18812	+	chr11	99199719	99199745	+	XRRA1	protein_coding
chr11	17126510	17126536	185209	+	chr3	88217015	88217041	-	PIK3C2A	protein_coding
chr11	77777496	77777523	166475	+	chr19	4112730	4112755	+	RSF1	protein_coding
chr11	29710275	29710302	201096	+	chr16	90243914	90243940	-	LINC02755	lncRNA
chr11	70901849	70901875	153629	+	chr11	70904730	70904755	+	SHANK2	protein_coding
chr11	3679940	3679968	170534	+	chr8	108827754	108827780	-	NUP98	protein_coding
chr11	119654989	119655015	165123	+	chr6	23043930	23043956	+	NECTIN1	protein_coding
chr11	117676859	117676886	2704	+	chr1	192738469	192738495	-	DSCAML1	protein_coding
chr11	58074316	58074343	3764	+	chr11	58862508	58862534	-	ENSG00000254853	processed_pseudogene
chr11	70856678	70856705	157514	+	chr11	102095835	102095861	-	SHANK2	protein_coding
chr11	119671311	119671338	206055	+	chr11	119245341	119245367	+	NECTIN1	protein_coding
chr11	94660003	94660030	46506	+	chr5	53384602	53384629	+	PIWIL4-AS1	lncRNA
chr11	32389751	32389778	25484	+	chr11	56054790	56054816	-	WT1	protein_coding
chr11	58962244	58962272	61697	+	chr13	19860122	19860148	+	ENSG00000255240	lncRNA
chr11	35494031	35494058	95773	+	chr11	34326034	34326059	-	PAMR1	protein_coding
chr11	70879288	70879315	187424	+	chr13	91959861	91959886	-	SHANK2	protein_coding
chr11	79388127	79388154	221492	+	chr5	115393071	115393097	+	TENM4	protein_coding
chr11	62603122	62603150	71773	+	chr19	12458645	12458671	-	EML3	protein_coding
chr11	62603122	62603150	221903	+	chr11	39436502	39436528	+	EML3	protein_coding
chr11	62603122	62603150	97716	+	chr1	193225821	193225846	+	EML3	protein_coding
chr11	62603122	62603150	61366	+	chr8	54011757	54011783	-	EML3	protein_coding
chr11	62603122	62603150	211079	+	chr15	79254512	79254538	+	EML3	protein_coding
chr11	62603122	62603150	65386	+	chr16	49546096	49546122	-	EML3	protein_coding
chr11	62603122	62603150	96045	+	chr7	76809341	76809366	-	EML3	protein_coding
chr11	62603122	62603150	196788	+	chr11	5876847	5876873	-	EML3	protein_coding
chr11	62603122	62603150	39216	+	chr8	125768563	125768588	-	EML3	protein_coding
chr11	62603122	62603150	77555	+	chr13	38013820	38013845	+	EML3	protein_coding
chr11	62603122	62603150	78665	+	chr17	30241601	30241626	+	EML3	protein_coding
chr11	62603122	62603150	47597	+	chr15	25661542	25661568	-	EML3	protein_coding
chr11	62603122	62603150	220118	+	chr7	15609312	15609339	+	EML3	protein_coding
chr11	62603493	62603520	107420	+	chr4	149891032	149891058	+	EML3	protein_coding
chr11	62603493	62603520	162094	+	chr2	80466171	80466197	+	EML3	protein_coding
chr11	62603493	62603520	29751	+	chr11	33160572	33160597	-	EML3	protein_coding
chr11	62603493	62603521	232756	+	chr19	48718038	48718064	-	EML3	protein_coding
chr11	62603493	62603521	244280	+	chr12	31073232	31073257	+	EML3	protein_coding
chr11	62603493	62603521	230995	+	chrX	160799069	160799094	-	EML3	protein_coding
chr11	62603493	62603521	101430	+	chr1	139636409	139636435	-	EML3	protein_coding
chr11	62603493	62603521	45684	+	chr12	102781546	102781573	+	EML3	protein_coding
chr11	62603493	62603521	88373	+	chr5	120999141	120999168	+	EML3	protein_coding
chr11	62603493	62603521	63105	+	chr13	112204940	112204966	-	EML3	protein_coding
chr11	85597295	85597323	34285	+	chr11	84439950	84439976	+	DLG2	protein_coding
chr11	73060440	73060467	223989	+	chr11	49635642	49635668	+	FCHSD2	protein_coding
chr11	89001372	89001399	217514	+	chr19	34113462	34113487	+	GRM5	protein_coding
chr11	107558680	107558707	8076	+	chr11	107592586	107592612	+	ALKBH8	protein_coding
chr11	84041419	84041446	51473	+	chr1	32768109	32768135	+	DLG2	protein_coding
chr11	83504454	83504481	208690	+	chr7	144904847	144904873	-	DLG2	protein_coding
chr11	70908443	70908470	113665	+	chr9	44293715	44293741	+	SHANK2	protein_coding
chr11	30848958	30848985	166660	+	chr11	8939316	8939341	+	DCDC1	protein_coding
chr11	83475799	83475826	70124	+	chr8	123175043	123175069	-	DLG2	protein_coding
chr11	68188279	68188306	201617	+	chr11	13480513	13480540	-	KMT5B	protein_coding
chr11	84344985	84345012	193949	+	chr5	23979191	23979217	+	DLG2	protein_coding
chr11	118007411	118007438	230607	+	chr11	100034434	100034460	-	SMIM35	protein_coding
chr11	78844230	78844257	71171	+	chr12	84038982	84039008	+	TENM4	protein_coding
chr11	105292149	105292176	165538	+	chr11	69765721	69765746	+	CARD18	protein_coding
chr11	70676587	70676614	74872	+	chr11	70495511	70495538	+	SHANK2	protein_coding
chr11	72712241	72712268	167941	+	chrY	6190459	6190484	+	ARAP1	protein_coding
chr11	94646679	94646706	110110	+	chr7	68221375	68221401	-	PIWIL4-AS1	lncRNA
chr11	115405482	115405510	158318	+	chr4	133876410	133876435	-	CADM1	protein_coding
chr11	84672412	84672437	66943	+	chr1	87162418	87162443	+	DLG2	protein_coding
chr11	68167804	68167831	243819	+	chr11	57772896	57772921	-	KMT5B	protein_coding
chr11	6395098	6395125	176431	+	chr11	75398114	75398140	-	APBB1	protein_coding
chr11	78518554	78518581	102198	+	chr9	53773860	53773886	+	NARS2	protein_coding
chr11	79344682	79344709	94658	+	chr11	78472925	78472950	-	TENM4	protein_coding
chr11	115411111	115411137	218102	+	chr11	118209230	118209255	+	CADM1	protein_coding
chr11	83747982	83748009	240124	+	chr8	99225770	99225796	-	DLG2	protein_coding
chr11	35288923	35288949	233392	+	chr11	10008123	10008148	+	SLC1A2	protein_coding
chr11	29708130	29708158	41	+	chr18	39689307	39689333	-	LINC02755	lncRNA
chr11	105255036	105255063	85004	+	chr2	115648519	115648545	-	CARD18	protein_coding
chr11	102319830	102319857	164948	+	chr1	135649655	135649681	-	ENSG00000288528	lncRNA
chr11	74843454	74843481	81471	+	chr8	122575279	122575304	+	XRRA1	protein_coding
chr11	117232033	117232060	74138	+	chr4	100943421	100943446	+	PCSK7	protein_coding
chr11	109382535	109382562	216664	+	chr11	86086041	86086067	+	ENSG00000255028	lncRNA
chr11	75600410	75600437	54952	+	chr3	93540506	93540532	-	MAP6	protein_coding
chr11	102402492	102402520	58900	+	chr9	123227914	123227940	-	TMEM123	protein_coding
chr11	116874618	116874646	64479	+	chr5	135774601	135774627	-	SIK3	protein_coding
chr11	29706979	29707007	162845	+	chr11	30623196	30623222	-	LINC02755	lncRNA
chr11	119669438	119669466	81624	+	chr13	5700573	5700599	+	NECTIN1	protein_coding
chr11	14306738	14306762	112206	+	chr7	63956999	63957026	-	RRAS2	protein_coding
chr11	101582188	101582215	88103	+	chr11	79530546	79530572	+	TRPC6	protein_coding
chr11	83481940	83481967	186063	+	chr11	70780183	70780209	+	DLG2	protein_coding
chr11	70731205	70731233	236709	+	chr1	72310863	72310889	+	SHANK2	protein_coding
chr11	117544693	117544720	186950	+	chr11	117536837	117536864	+	DSCAML1	protein_coding
chr11	75101199	75101226	22644	+	chr5	128943355	128943381	+	ENSG00000255395	lncRNA
chr11	72612341	72612368	42052	+	chr11	72614484	72614509	-	PDE2A	protein_coding
chr11	105187391	105187417	91257	+	chr2	160038594	160038620	+	CARD18	protein_coding
chr11	77691177	77691204	48581	+	chr5	30958949	30958975	+	RSF1	protein_coding
chr11	40739158	40739185	147383	+	chr2	49431695	49431720	+	LRRC4C	protein_coding
chr11	117232119	117232145	162407	+	chr5	57583004	57583030	+	PCSK7	protein_coding
chr11	30858645	30858672	161358	+	chr17	75764526	75764553	+	DCDC1	protein_coding
chr11	4918781	4918808	93031	+	chr13	49081286	49081312	-	OR51G2	protein_coding
chr11	77991488	77991515	184849	+	chr11	71769644	71769669	+	INTS4	protein_coding
chr11	115414132	115414159	125853	+	chr1	92330558	92330585	-	CADM1	protein_coding
chr11	78049393	78049419	218613	+	chr8	77426725	77426751	+	NDUFC2-KCTD14	protein_coding
chr11	78272829	78272856	215691	+	chr18	21571778	21571804	-	GAB2	protein_coding
chr11	117695469	117695495	181536	+	chr1	153960974	153960999	-	DSCAML1	protein_coding
chr11	29532307	29532334	136593	+	chr2	81068409	81068435	+	LINC02755	lncRNA
chr11	108482883	108482910	31607	+	chr11	110286275	110286301	+	POGLUT3	protein_coding
chr11	72613141	72613168	54090	+	chr11	72951724	72951750	-	PDE2A	protein_coding
chr11	62603120	62603147	158812	+	chr2	99470435	99470460	+	EML3	protein_coding
chr11	65846454	65846481	196644	+	chr10	88427282	88427307	+	CFL1	protein_coding
chr11	85677895	85677922	123053	+	chr11	84259532	84259558	-	CREBZF	protein_coding
chr11	78519881	78519908	77118	+	chr15	76080386	76080412	+	NARS2	protein_coding
chr11	113689589	113689616	69107	+	chr2	178606741	178606766	-	TMPRSS5	protein_coding
chr11	62552862	62552888	20367	+	chr11	62554966	62554992	-	AHNAK	protein_coding
chr11	117746096	117746123	93647	+	chr11	117769193	117769219	-	DSCAML1	protein_coding
chr11	29739453	29739479	17048	+	chr12	77513699	77513725	-	LINC02755	lncRNA
chr11	77808200	77808227	154598	+	chr11	77522533	77522558	+	RSF1	protein_coding
chr11	5502970	5502997	146301	+	chr13	29716929	29716955	-	HBG2	protein_coding
chr11	5502970	5502997	146301	+	chr13	29716929	29716955	-	ENSG00000239920	protein_coding
chr11	5502970	5502997	146301	+	chr13	29716929	29716955	-	HBE1	protein_coding
chr11	5502970	5502997	146301	+	chr13	29716929	29716955	-	OR51B5	protein_coding
chr11	96251927	96251954	129535	+	chr11	96322545	96322570	+	MAML2	protein_coding
chr11	79340249	79340276	19758	+	chr2	154132246	154132272	+	TENM4	protein_coding
chr11	3130374	3130401	235184	+	chr2	146260422	146260448	-	OSBPL5	protein_coding
chr11	117725208	117725235	84752	+	chr11	117778686	117778712	-	DSCAML1	protein_coding
chr11	96154726	96154753	14546	+	chrX	73025433	73025459	-	MAML2	protein_coding
chr11	109399472	109399499	125770	+	chr11	106112175	106112201	-	ENSG00000255028	lncRNA
chr11	85383420	85383447	12179	+	chr18	87001104	87001130	-	DLG2	protein_coding
chr11	62603123	62603150	107968	+	chr8	3754526	3754552	+	EML3	protein_coding
chr11	62603123	62603150	125073	+	chr13	19348384	19348410	+	EML3	protein_coding
chr11	62603494	62603521	195126	+	chr13	30567422	30567449	-	EML3	protein_coding
chr11	62603494	62603521	238854	+	chr16	25909347	25909373	+	EML3	protein_coding
chr11	62603494	62603521	55877	+	chr1	26050927	26050953	+	EML3	protein_coding
chr11	62603494	62603521	169257	+	chr6	146965374	146965401	+	EML3	protein_coding
chr11	62603494	62603521	30851	+	chr15	48215373	48215399	+	EML3	protein_coding
chr11	62603494	62603521	235980	+	chr5	48659563	48659588	+	EML3	protein_coding
chr11	62603494	62603521	14992	+	chr12	97802133	97802158	+	EML3	protein_coding
chr11	78522965	78522992	32368	+	chr11	78152776	78152802	-	NARS2	protein_coding
chr11	71033034	71033061	85152	+	chr2	25114059	25114084	-	SHANK2	protein_coding
chr11	31672969	31672996	147692	+	chr11	53205309	53205335	+	ENSG00000228061	lncRNA
chr11	47672421	47672448	9474	+	chr14	108315234	108315260	-	AGBL2	protein_coding
chr11	30984021	30984047	165763	+	chr11	87115547	87115573	-	DCDC1	protein_coding
chr11	83992997	83993024	30877	+	chr11	84077609	84077635	+	DLG2	protein_coding
chr11	85615103	85615130	148412	+	chr9	50622599	50622624	-	DLG2	protein_coding
chr11	30848557	30848584	101248	+	chr11	30662398	30662424	-	DCDC1	protein_coding
chr11	77692003	77692030	586	+	chrX	162918402	162918427	-	RSF1	protein_coding
chr11	29430219	29430246	202210	+	chr11	23338993	23339020	-	LINC02755	lncRNA
chr11	75814512	75814539	109317	+	chr14	98991990	98992016	-	UVRAG-DT	lncRNA
chr11	84302631	84302658	509	+	chr2	181850754	181850780	+	DLG2	protein_coding
chr11	117727246	117727273	182113	+	chr11	118098954	118098980	+	DSCAML1	protein_coding
chr11	84383530	84383558	225170	+	chr11	83599950	83599976	+	DLG2	protein_coding
chr11	113441989	113442016	127864	+	chr7	49887216	49887242	-	DRD2	protein_coding
chr11	75627156	75627183	63812	+	chr11	64092338	64092364	+	MAP6	protein_coding
chr11	115229278	115229305	28077	+	chr11	115239798	115239823	-	CADM1	protein_coding
chr11	75759925	75759952	23088	+	chr11	86581758	86581784	-	DGAT2-DT	lncRNA
chr11	75114595	75114622	214322	+	chr16	21311942	21311969	-	ENSG00000255395	lncRNA
chr11	118007709	118007736	41135	+	chr10	77587907	77587932	-	SMIM35	protein_coding
chr11	105194096	105194123	167936	+	chr16	32153920	32153946	-	CARD18	protein_coding
chr11	78518625	78518652	212649	+	chr1	105199971	105199996	+	NARS2	protein_coding
chr11	78321752	78321778	175783	+	chr8	12417418	12417444	+	GAB2	protein_coding
chr11	4682628	4682655	29713	+	chr9	63678206	63678232	+	OR51E2	protein_coding
chr11	79399121	79399147	242036	+	chr1	87791167	87791193	+	TENM4	protein_coding
chr11	84907076	84907103	92148	+	chr13	27811848	27811874	+	DLG2	protein_coding
chr11	70651996	70652024	14526	+	chr11	70651525	70651551	-	SHANK2	protein_coding
chr11	57710457	57710484	185127	+	chr11	57738435	57738460	+	MED19	protein_coding
chr11	62560842	62560870	206346	+	chr3	30996091	30996117	-	EEF1G	protein_coding
chr11	62560842	62560870	206346	+	chr3	30996091	30996117	-	ENSG00000255508	protein_coding
chr11	85676869	85676896	176147	+	chr11	85685341	85685367	-	CREBZF	protein_coding
chr11	117484338	117484360	185926	+	chrX	135598936	135598963	+	DSCAML1	protein_coding
chr11	75618193	75618220	137737	+	chr11	75627703	75627729	+	MAP6	protein_coding
chr11	119695655	119695682	237022	+	chr8	109709122	109709148	+	NECTIN1	protein_coding
chr11	72771093	72771120	43862	+	chr9	53840963	53840989	+	ARAP1	protein_coding
chr11	72771093	72771120	43862	+	chr9	53840963	53840989	+	STARD10	protein_coding
chr11	119025739	119025766	2201	+	chr12	108482736	108482762	-	SLC37A4	protein_coding
chr11	79607944	79607971	47004	+	chr11	79613793	79613819	+	ENSG00000255209	lncRNA
chr11	74832998	74833026	9601	+	chr19	6206484	6206511	+	XRRA1	protein_coding
chr11	83953991	83954018	191848	+	chr11	83938077	83938103	+	DLG2	protein_coding
chr11	117709404	117709431	117129	+	chr5	17824944	17824970	+	DSCAML1	protein_coding
chr11	101630952	101630979	121726	+	chr14	31515592	31515618	+	TRPC6	protein_coding
chr11	29537977	29538003	13081	+	chr5	54471430	54471456	+	LINC02755	lncRNA
chr11	117082046	117082073	63703	+	chr11	117082683	117082709	+	SIK3	protein_coding
chr11	72737997	72738024	196821	+	chr9	121590639	121590666	-	ARAP1	protein_coding
chr11	79340030	79340057	47721	+	chr17	43582264	43582290	+	TENM4	protein_coding
chr11	119603349	119603376	55250	+	chr11	119618109	119618135	-	KRT8P7	processed_pseudogene
chr11	78262032	78262059	216499	+	chr11	77886477	77886502	+	GAB2	protein_coding
chr11	72607391	72607418	143904	+	chr10	81174987	81175013	-	PDE2A	protein_coding
chr11	70882046	70882073	75315	+	chr11	72627663	72627689	+	SHANK2	protein_coding
chr11	70879912	70879938	125912	+	chr7	142000831	142000856	-	SHANK2	protein_coding
chr11	113800929	113800956	45741	+	chr11	113800417	113800443	+	USP28	protein_coding
chr11	77686206	77686234	184277	+	chr7	63753840	63753866	+	RSF1	protein_coding
chr11	119646788	119646815	60611	+	chr16	57319315	57319341	+	NECTIN1	protein_coding
chr11	29417205	29417233	128705	+	chr7	18938605	18938630	-	LINC02755	lncRNA
chr11	60175767	60175794	43558	+	chr11	53238222	53238248	+	MS4A6A	protein_coding
chr11	70925796	70925824	4901	+	chr7	96486030	96486056	-	SHANK2	protein_coding
chr11	30872715	30872742	216920	+	chr11	30929569	30929596	-	DCDC1	protein_coding
